time,value
2012-01-03 3:55,0.248885232
2012-01-03 4:00,0.263477865
2012-01-03 4:05,0.247263891
2012-01-03 4:10,0.239967548
2012-01-03 4:15,0.234697959
2012-01-03 4:20,0.231455123
2012-01-03 4:25,0.225780276
2012-01-03 4:30,0.215241201
2012-01-03 4:35,0.230239143
2012-01-03 4:40,0.237535434
2012-01-03 4:45,0.239562187
2012-01-03 4:50,0.26023508
2012-01-03 4:55,0.26064039
2012-01-03 5:00,0.256586935
2012-01-03 5:05,0.246047808
2012-01-03 5:10,0.253344151
2012-01-03 5:15,0.263883226
2012-01-03 5:20,0.278070498
2012-01-03 5:25,0.289014986
2012-01-03 5:30,0.282934675
2012-01-03 5:35,0.280502664
2012-01-03 5:40,0.283340036
2012-01-03 5:45,0.282934727
2012-01-03 5:50,0.275233023
2012-01-03 5:55,
2012-01-03 6:00,
2012-01-03 6:05,
2012-01-03 6:10,
2012-01-03 6:15,
2012-01-03 6:20,
2012-01-03 6:25,0.269963434
2012-01-03 6:30,0.269963434
2012-01-03 6:35,0.268342093
2012-01-03 6:40,0.267126062
2012-01-03 6:45,0.279691942
2012-01-03 6:50,0.268342145
2012-01-03 6:55,0.265909979
2012-01-03 7:00,0.258613688
2012-01-03 7:05,0.229833782
2012-01-03 7:10,0.226996307
2012-01-03 7:15,0.223753523
2012-01-03 7:20,0.227806978
2012-01-03 7:25,0.227807029
2012-01-03 7:30,0.227807029
2012-01-03 7:35,0.227401668
2012-01-03 7:40,0.226590998
2012-01-03 7:45,0.217267954
2012-01-03 7:50,0.220105377
2012-01-03 7:55,0.222132131
2012-01-03 8:00,0.235914042
2012-01-03 8:05,0.231455226
2012-01-03 8:10,0.216862593
2012-01-03 8:15,0.216051923
2012-01-03 8:20,0.218078624
2012-01-03 8:25,0.226185585
2012-01-03 8:30,0.216051923
2012-01-03 8:35,0.216862593
2012-01-03 8:40,0.216051923
2012-01-03 8:45,0.232671258
2012-01-03 8:50,0.218889346
2012-01-03 8:55,0.218889346
2012-01-03 9:00,0.216457232
2012-01-03 9:05,0.223348162
2012-01-03 9:10,0.211593004
2012-01-03 9:15,0.218889346
2012-01-03 9:20,0.218889346
2012-01-03 9:25,0.226996359
2012-01-03 9:30,0.226185637
2012-01-03 9:35,0.216457232
2012-01-03 9:40,0.213619808
2012-01-03 9:45,0.212403777
2012-01-03 9:50,0.209971611
2012-01-03 9:55,0.211187694
2012-01-03 10:00,0.210377024
2012-01-03 10:05,0.210782333
2012-01-03 10:10,0.218483985
2012-01-03 10:15,0.226590998
2012-01-03 10:20,0.215241201
2012-01-03 10:25,0.215241149
2012-01-03 10:30,0.212809138
2012-01-03 10:35,0.211998365
2012-01-03 10:40,0.213619757
2012-01-03 10:45,0.389541873
2012-01-03 10:50,0.397648937
2012-01-03 10:55,0.39319007
2012-01-03 11:00,0.324685822
2012-01-03 11:05,0.235508681
2012-01-03 11:10,0.218889346
2012-01-03 11:15,0.214835891
2012-01-03 11:20,0.213214447
2012-01-03 11:25,0.210376972
2012-01-03 11:30,0.209160993
2012-01-03 11:35,0.226996359
2012-01-03 11:40,0.266720701
2012-01-03 11:45,0.281313283
2012-01-03 11:50,0.26064039
2012-01-03 11:55,0.256181574
2012-01-03 12:00,0.248885232
2012-01-03 12:05,0.230239143
2012-01-03 12:10,0.235508681
2012-01-03 12:15,0.231860484
2012-01-03 12:20,0.24077827
2012-01-03 12:25,0.251317346
2012-01-03 12:30,0.254154821
2012-01-03 12:35,0.252128016
2012-01-03 12:40,0.254560182
2012-01-03 12:45,0.25374946
2012-01-03 12:50,0.250101314
2012-01-03 12:55,0.253749511
2012-01-03 13:00,0.244426416
2012-01-03 13:05,0.220105429
2012-01-03 13:10,0.217673315
2012-01-03 13:15,0.215241201
2012-01-03 13:20,0.215646562
