time,value,value_impute,Anomaly
2012-01-02 14:55,,0.4687590331428571,X
2012-01-02 15:00,,0.4671955348571428,X
2012-01-02 15:05,,0.4656320365714285,X
2012-01-02 15:10,,0.4640685382857142,X
2012-01-02 15:15,0.46250504,0.46250504,X
2012-01-02 15:20,0.475476229,0.475476229,X
2012-01-02 15:25,0.48115118,0.48115118,X
2012-01-02 15:30,0.477908395,0.477908395,X
2012-01-02 15:35,0.48682613,0.48682613,X
2012-01-02 15:40,0.483988603,0.483988603,X
2012-01-02 15:45,0.491690307,0.491690307,X
2012-01-02 15:50,0.485204738,0.485204738,X
2012-01-02 15:55,0.491284946,0.491284946,X
2012-01-02 16:00,0.483583242,0.483583242,X
2012-01-02 16:05,0.478719117,0.478719117,X
2012-01-02 16:10,0.461694318,0.461694318,X
2012-01-02 16:15,0.446696324,0.446696324,O
2012-01-02 16:20,0.449128489,0.449128489,X
2012-01-02 16:25,0.433319773,0.433319773,X
2012-01-02 16:30,0.418727191,0.418727191,X
2012-01-02 16:35,0.411430849,0.411430849,X
2012-01-02 16:40,0.395622184,0.395622184,X
2012-01-02 16:45,0.325496544,0.325496544,O
2012-01-02 16:50,0.289825708,0.289825708,O
2012-01-02 16:55,0.281313334,0.281313334,X
2012-01-02 17:00,0.276043797,0.276043797,X
2012-01-02 17:05,0.26631534,0.26631534,X
2012-01-02 17:10,0.257397605,0.257397605,X
2012-01-02 17:15,0.248074561,0.248074561,X
2012-01-02 17:20,0.2476692,0.2476692,X
2012-01-02 17:25,0.23510332,0.23510332,X
2012-01-02 17:30,0.229428421,0.229428421,X
2012-01-02 17:35,0.226996359,0.226996359,X
2012-01-02 17:40,0.22821239,0.22821239,X
2012-01-02 17:45,0.231455175,0.231455175,X
2012-01-02 17:50,0.232671258,0.232671258,X
2012-01-02 17:55,0.223753574,0.223753574,X
2012-01-02 18:00,0.224158884,0.224158884,X
2012-01-02 18:05,0.221726821,0.221726821,X
2012-01-02 18:10,0.213619808,0.213619808,X
2012-01-02 18:15,0.210377024,0.210377024,X
2012-01-02 18:20,0.216051923,0.216051923,X
2012-01-02 18:25,0.213619808,0.213619808,X
2012-01-02 18:30,0.216862593,0.216862593,X
2012-01-02 18:35,0.211998416,0.211998416,X
2012-01-02 18:40,0.219700016,0.219700016,X
2012-01-02 18:45,0.407377342,0.407377342,O
2012-01-02 18:50,0.37981352,0.37981352,X
2012-01-02 18:55,0.269152815,0.269152815,X
2012-01-02 19:00,0.216862644,0.216862644,X
2012-01-02 19:05,0.219700016,0.219700016,X
2012-01-02 19:10,0.219700068,0.219700068,X
2012-01-02 19:15,0.218483985,0.218483985,X
2012-01-02 19:20,0.218078624,0.218078624,X
2012-01-02 19:25,0.212809086,0.212809086,X
2012-01-02 19:30,0.209971611,0.209971611,X
2012-01-02 19:35,0.207539549,0.207539549,X
2012-01-02 19:40,0.201053877,0.201053877,X
2012-01-02 19:45,0.201459289,0.201459289,X
2012-01-02 19:50,0.201459289,0.201459289,X
2012-01-02 19:55,0.218078676,0.218078676,X
2012-01-02 20:00,0.255370852,0.255370852,O
2012-01-02 20:05,0.278475859,0.278475859,O
2012-01-02 20:10,0.273611683,0.273611683,X
2012-01-02 20:15,0.2723956,0.2723956,X
2012-01-02 20:20,0.279691942,0.279691942,X
2012-01-02 20:25,0.31698417,0.31698417,X
2012-01-02 20:30,0.340494487,0.340494487,X
2012-01-02 20:35,0.417105799,0.417105799,O
2012-01-02 20:40,0.456830141,0.456830141,X
2012-01-02 20:45,0.504661548,0.504661548,X
2012-01-02 20:50,0.546412643,0.546412643,X
2012-01-02 20:55,0.589785131,0.589785131,X
2012-01-02 21:00,0.629104164,0.629104164,X
2012-01-02 21:05,0.496149122,0.496149122,X
2012-01-02 21:10,0.483583242,0.483583242,X
2012-01-02 21:15,0.476287003,0.476287003,X
2012-01-02 21:20,0.456830141,0.456830141,X
2012-01-02 21:25,0.445074983,0.445074983,X
2012-01-02 21:30,0.448317768,0.448317768,X
2012-01-02 21:35,0.483988655,0.483988655,X
2012-01-02 21:40,0.487231439,0.487231439,X
2012-01-02 21:45,0.46169437,0.46169437,X
2012-01-02 21:50,0.460478287,0.460478287,X
2012-01-02 21:55,0.462099679,0.462099679,X
2012-01-02 22:00,0.490474224,0.490474224,X
2012-01-02 22:05,0.486420717,0.486420717,X
2012-01-02 22:10,0.453181996,0.453181996,X
2012-01-02 22:15,0.484393964,0.484393964,X
2012-01-02 22:20,0.480745819,0.480745819,X
2012-01-02 22:25,0.477097673,0.477097673,X
2012-01-02 22:30,0.481151128,0.481151128,X
2012-01-02 22:35,0.483988655,0.483988655,X
