time,value,value_impute
2012-01-02 04:30:00,0.330766082,0.330766082
2012-01-02 04:35:00,0.376570683,0.376570683
2012-01-02 04:40:00,0.412241571,0.412241571
2012-01-02 04:45:00,0.40494528,0.40494528
2012-01-02 04:50:00,0.386704449,0.386704449
2012-01-02 04:55:00,0.419132552,0.419132552
2012-01-02 05:00:00,0.463721071,0.463721071
2012-01-02 05:05:00,0.427239565,0.427239565
2012-01-02 05:10:00,0.436562609,0.436562609
2012-01-02 05:15:00,0.448317819,0.448317819
2012-01-02 05:20:00,0.452371325,0.452371325
2012-01-02 05:25:00,0.460072926,0.460072926
2012-01-02 05:30:00,0.464126432,0.464126432
2012-01-02 05:35:00,0.469801382,0.469801382
2012-01-02 05:40:00,0.474665559,0.474665559
2012-01-02 05:45:00,0.473854837,0.473854837
2012-01-02 05:50:00,0.465747824,0.465747824
2012-01-02 05:55:00,0.477097622,0.477097622
2012-01-02 06:00:00,0.473449528,0.473449528
2012-01-02 06:05:00,0.467774578,0.467774578
2012-01-02 06:10:00,0.461289009,0.461289009
2012-01-02 06:15:00,0.457235451,0.457235451
2012-01-02 06:20:00,0.447507097,0.447507097
2012-01-02 06:25:00,0.448723128,0.448723128
2012-01-02 06:30:00,0.460883648,0.460883648
2012-01-02 06:35:00,0.470612053,0.470612053
2012-01-02 06:40:00,0.475881642,0.475881642
2012-01-02 06:45:00,0.480745819,0.480745819
2012-01-02 06:50:00,0.489258244,0.489258244
2012-01-02 06:55:00,0.486420769,0.486420769
2012-01-02 07:00:00,0.488042161,0.488042161
2012-01-02 07:05:00,0.487231491,0.487231491
2012-01-02 07:10:00,0.485610047,0.485610047
2012-01-02 07:15:00,0.483583294,0.483583294
2012-01-02 07:20:00,0.484799377,0.484799377
2012-01-02 07:25:00,0.471828136,0.471828136
2012-01-02 07:30:00,0.476286951,0.476286951
2012-01-02 07:35:00,0.463315813,0.463315813
2012-01-02 07:40:00,0.456830141,0.456830141
2012-01-02 07:45:00,0.454398027,0.454398027
2012-01-02 07:50:00,0.449128438,0.449128438
2012-01-02 07:55:00,0.440616116,0.440616116
2012-01-02 08:00:00,0.437778692,0.437778692
2012-01-02 08:05:00,0.458046173,0.458046173
2012-01-02 08:10:00,0.458451534,0.458451534
2012-01-02 08:15:00,0.459667565,0.459667565
2012-01-02 08:20:00,0.457640863,0.457640863
2012-01-02 08:25:00,0.451560604,0.451560604
2012-01-02 08:30:00,0.436562609,0.436562609
2012-01-02 08:35:00,0.41872714,0.41872714
2012-01-02 08:40:00,0.404945228,0.404945228
2012-01-02 08:45:00,0.32955005,0.32955005
2012-01-02 08:50:00,0.29833803,0.29833803
2012-01-02 08:55:00,0.29752736,0.29752736
2012-01-02 09:00:00,0.295095246,0.295095246
2012-01-02 09:05:00,0.269152815,0.269152815
2012-01-02 09:10:00,0.280097252,0.280097252
2012-01-02 09:15:00,0.256992296,0.256992296
2012-01-02 09:20:00,0.248074613,0.248074613
2012-01-02 09:25:00,0.235508681,0.235508681
2012-01-02 09:30:00,0.231049865,0.231049865
2012-01-02 09:35:00,0.237130125,0.237130125
2012-01-02 09:40:00,0.24077827,0.24077827
2012-01-02 09:45:00,0.229833782,0.229833782
2012-01-02 09:50:00,0.229833782,0.229833782
2012-01-02 09:55:00,0.227807029,0.227807029
2012-01-02 10:00:00,0.226996307,0.226996307
2012-01-02 10:05:00,0.225780276,0.225780276
2012-01-02 10:10:00,0.218484037,0.218484037
2012-01-02 10:15:00,0.219700016,0.219700016
2012-01-02 10:20:00,0.217267954,0.217267954
2012-01-02 10:25:00,0.220916048,0.220916048
2012-01-02 10:30:00,0.22740172,0.22740172
2012-01-02 10:35:00,0.225374915,0.225374915
2012-01-02 10:40:00,0.21443053,0.21443053
2012-01-02 10:45:00,0.214025118,0.214025118
2012-01-02 10:50:00,0.209566302,0.209566302
2012-01-02 10:55:00,0.210782333,0.210782333
2012-01-02 11:00:00,0.20875558,0.20875558
2012-01-02 11:05:00,0.214835891,0.214835891
2012-01-02 11:10:00,0.210377024,0.210377024
2012-01-02 11:15:00,0.209971611,0.209971611
2012-01-02 11:20:00,0.211593004,0.211593004
2012-01-02 11:25:00,0.225780328,0.225780328
2012-01-02 11:30:00,0.20875558,0.20875558
2012-01-02 11:35:00,0.203891352,0.203891352
2012-01-02 11:40:00,0.203891403,0.203891403
2012-01-02 11:45:00,0.204296713,0.204296713
2012-01-02 11:50:00,0.205107435,0.205107435
2012-01-02 11:55:00,0.208350219,0.208350219
2012-01-02 12:00:00,0.2286177,0.2286177
2012-01-02 12:05:00,0.257397657,0.257397657
2012-01-02 12:10:00,0.276043745,0.276043745
2012-01-02 12:15:00,0.2723956,0.2723956
